;Branch;Tenure;Salary;Department;JobSatisfaction;WorkLifeBalance;CommuteDistance;MaritalStatus;Education;PerformanceRating;TrainingHours;OverTime;NumProjects;YearsSincePromotion;EnvironmentSatisfaction;ChurnLikelihood
1061;Chicago;6,0000;69000;Marketing;1;4;Long;Married;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
1062;New York;10,0000;78000;Quality Assurance;3;4;Medium;Married;Bachelor;4;30,0000;Yes;4;3;3;Moderately Likely to Churn
1063;Los Angeles;9,0000;72000;Accounting;3;4;Long;Married;Master;3;6,0000;Yes;3;0;2;Highly Likely to Churn'
1064;Boston;14,0000;78500;Customer Service;2;3;Medium;Married;Bachelor;3;18,0000;Yes;4;0;3;Moderately Likely to Churn
1065;Dallas;17,0000;65000;Accounting;2;4;Long;Married;High School;4;48,0000;Yes;3;5;3;Moderately Likely to Churn
1066;Dallas;11,0000;64000;Customer Service;5;4;Long;Single;Bachelor;3;30,0000;Yes;3;2;2;Highly Likely to Churn'
1067;Denver;8,0000;64000;Legal;4;4;Medium;Married;High School;4;56,0000;Yes;4;0;3;Highly Likely to Churn'
1068;Seattle;6,0000;52500;Operations;4;4;Long;Married;High School;4;48,0000;Yes;4;0;3;Moderately Likely to Churn
1069;Chicago;8,0000;69500;Sales;4;3;Medium;Married;Bachelor;3;18,2524;Yes;2;0;4;Moderately Likely to Churn
1070;Scranton;12,0000;75500;Sales;5;4;Medium;Divorced;High School;4;34,6456;Yes;4;2;3;Moderately Likely to Churn
1071;San Francisco;15,0000;88000;Procurement;3;4;Medium;Married;Bachelor;4;25,2542;Yes;4;5;3;Moderately Likely to Churn
1072;Denver;6,0000;50000;Customer Service;4;3;Short;Single;High School;3;56,0000;Yes;2;0;1;Highly Likely to Churn'
1073;Chicago;7,0000;64500;Research and Development;2;3;Short;Married;Bachelor;3;34,6456;Yes;4;1;3;Moderately Likely to Churn
1074;New York;2,0000;58000;Human Resources;3;3;Long;Married;Bachelor;3;36,0000;Yes;3;0;2;Highly Likely to Churn'
1075;New York;4,0000;63500;Research and Development;4;4;Short;Divorced;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
1076;Atlanta;7,0000;66000;Procurement;5;4;Short;Divorced;Master;4;36,0000;Yes;5;0;2;Highly Likely to Churn'
1077;Denver;8,0000;56500;Administration;3;4;Medium;Married;Bachelor;3;30,0000;Yes;3;0;2;Highly Likely to Churn'
1078;New York;5,0000;60000;Customer Service;4;4;Short;Married;High School;4;63,0000;Yes;3;0;2;Highly Likely to Churn'
1079;Chicago;14,0000;78500;Accounting;3;4;Medium;Married;Bachelor;3;12,0000;Yes;3;3;2;Highly Likely to Churn'
1080;Atlanta;4,0000;59000;Customer Service;4;4;Short;Single;Bachelor;3;18,0000;Yes;4;0;3;Highly Likely to Churn'
1081;Philadelphia;5,0000;74000;Procurement;2;4;Long;Single;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
1082;Boston;5,0000;65500;Legal;3;4;Short;Single;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
1083;Los Angeles;9,0000;72000;Procurement;5;4;Short;Divorced;Bachelor;4;12,0000;Yes;3;1;2;Highly Likely to Churn'
1084;Los Angeles;4,0000;59500;Human Resources;1;4;Medium;Married;High School;4;40,0000;Yes;3;0;2;Highly Likely to Churn'
1085;Scranton;10,0000;53500;IT Support;2;4;Short;Married;High School;3;63,0000;Yes;4;0;3;Moderately Likely to Churn
1086;Chicago;10,0000;68500;Sales;2;4;Medium;Divorced;High School;4;63,0000;Yes;4;3;2;Highly Likely to Churn'
1087;Seattle;17,5000;82000;Sales;4;4;Short;Single;High School;3;32,0000;Yes;4;5;2;Highly Likely to Churn'
1088;San Francisco;6,0000;63500;Administration;4;2;Short;Divorced;Bachelor;2;30,0000;Yes;3;0;3;Moderately Likely to Churn
1089;Dallas;5,0000;59000;Quality Assurance;1;4;Long;Married;High School;3;56,0000;Yes;5;0;3;Moderately Likely to Churn
1090;Philadelphia;11,0000;76000;Public Relations;2;4;Short;Divorced;Bachelor;3;30,0000;Yes;3,5;4;2;Highly Likely to Churn'
1091;Seattle;8,0000;71500;Sales;2;4;Long;Married;Bachelor;4;30,0000;Yes;3;2;3;Moderately Likely to Churn
1092;Scranton;7,0000;57500;Procurement;5;4;Short;Single;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1093;Philadelphia;12,0000;71500;Research and Development;3;5;Long;Divorced;Bachelor;3;30,4764;Yes;3,5;3;2;Highly Likely to Churn'
1094;Los Angeles;6,0000;64000;Procurement;2;4;Medium;Single;High School;3;56,0000;Yes;3;0;2;Highly Likely to Churn'
1095;Seattle;5,0000;68500;Sales;3;4;Long;Married;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
1096;San Francisco;2,0000;57500;Legal;3;4;Long;Married;High School;4;63,0000;Yes;5;0;4;Moderately Likely to Churn
1097;Dallas;3,0000;50000;Operations;3;4;Medium;Married;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1098;Atlanta;7,0000;57500;Research and Development;5;4;Short;Married;High School;4;56,0000;Yes;4;0;3;Highly Likely to Churn'
1099;Los Angeles;6,0000;77000;Sales;2;4;Short;Single;Bachelor;4;6,0000;Yes;3;0;3;Moderately Likely to Churn
1100;San Francisco;8,0000;67500;Research and Development;4;4;Long;Married;Bachelor;3;12,0000;Yes;2;2;2;Highly Likely to Churn'
1101;Seattle;7,0000;60500;Human Resources;2;4;Short;Married;Bachelor;4;36,0000;Yes;4;1;3;Moderately Likely to Churn
1102;Denver;2,0000;51000;Customer Service;5;4;Medium;Married;Bachelor;4;18,0000;Yes;3;0;2;Highly Likely to Churn'
1103;Seattle;10,0000;56500;Product Management;2;3;Short;Married;High School;3;63,0000;Yes;3;2;2;Highly Likely to Churn'
1104;Seattle;6,0000;70000;Research and Development;5;4;Long;Married;Bachelor;3;30,0000;Yes;3;0;2;Highly Likely to Churn'
1105;Los Angeles;7,0000;65000;Customer Service;5;4;Medium;Married;High School;4;56,0000;Yes;4;1;3;Moderately Likely to Churn
1106;Atlanta;14,0000;77000;Marketing;3;4;Short;Married;Bachelor;3;30,0000;Yes;4;5;3;Highly Likely to Churn'
1107;Chicago;5,0000;64000;Quality Assurance;5;4;Short;Married;Bachelor;3;23,9593;Yes;4;0;2;Highly Likely to Churn'
1108;Atlanta;5,0000;67000;Accounting;2;4;Short;Married;Master;3;18,0000;Yes;3;0;2;Highly Likely to Churn'
1109;Scranton;6,0000;59500;Marketing;5;4;Medium;Single;Bachelor;3;30,0000;Yes;3,5;0;3;Moderately Likely to Churn
1110;New York;15,0000;69000;IT Support;3;4;Long;Married;High School;4;63,0000;Yes;4;1;3;Moderately Likely to Churn
1111;New York;5,0000;65500;Procurement;4;4;Medium;Divorced;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1112;Los Angeles;1,0000;61000;Accounting;2;4;Medium;Married;Bachelor;4;24,0000;Yes;3;0;2;Highly Likely to Churn'
1113;Scranton;15,0000;62500;Sales;4;4;Medium;Divorced;High School;4;63,0000;Yes;4;0;4;Moderately Likely to Churn
1114;Philadelphia;7,0000;79500;Sales;4;4;Medium;Married;Bachelor;4;12,0000;Yes;4;0;3;Moderately Likely to Churn
1115;New York;6,0000;73000;Sales;3;4;Medium;Married;Bachelor;4;6,0000;Yes;4;0;2;Highly Likely to Churn'
1116;Los Angeles;6,0000;70500;Operations;5;4;Long;Married;Master;4;12,0000;Yes;3;0;3;Moderately Likely to Churn
1117;Boston;6,0000;56000;Administration;3;3;Long;Single;Bachelor;3;12,6082;Yes;5;0;3;Moderately Likely to Churn
1118;San Francisco;4,0000;68000;Marketing;1;3;Short;Single;Bachelor;4;34,6456;Yes;4;0;3;Moderately Likely to Churn
1119;Miami;10,0000;83000;Sales;3;4;Medium;Married;Bachelor;3;18,0000;Yes;3;1;2;Highly Likely to Churn'
1120;Los Angeles;5,0000;64500;IT Support;2;4;Medium;Married;High School;4;32,0000;Yes;3;0;3;Moderately Likely to Churn
1121;Chicago;11,0000;69000;Product Management;4;4;Short;Single;High School;4;63,0000;Yes;5;3;4;Moderately Likely to Churn
1122;Scranton;15,0000;65000;Procurement;4;5;Short;Single;Bachelor;4;23,5979;Yes;4;5;3;Moderately Likely to Churn
1123;Denver;11,0000;64500;Quality Assurance;5;4;Short;Married;Bachelor;3;36,0000;Yes;4;0;3;Highly Likely to Churn'
1124;Atlanta;17,5000;88500;Accounting;2;4;Short;Divorced;Bachelor;4;23,6120;Yes;5;5;3;Highly Likely to Churn'
1125;Denver;5,0000;49500;Customer Service;2;4;Short;Divorced;High School;3;34,6456;Yes;4;0;3;Highly Likely to Churn'
1126;Los Angeles;9,0000;75000;Sales;2;4;Medium;Married;Bachelor;3;18,0000;Yes;3;2;2;Highly Likely to Churn'
1127;San Francisco;7,0000;65500;Product Management;1;3;Long;Single;High School;3;56,0000;Yes;4;0;3;Moderately Likely to Churn
1128;New York;10,0000;73000;Human Resources;4;4;Medium;Divorced;Bachelor;3;30,0000;Yes;4;2;3;Moderately Likely to Churn
1129;Atlanta;3,0000;68000;Sales;3;4;Short;Married;Bachelor;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
1130;Chicago;7,0000;62500;Customer Service;5;3;Short;Married;Bachelor;3;29,0168;Yes;3;0;3;Highly Likely to Churn'
1131;San Francisco;8,0000;78500;Accounting;3;4;Short;Married;Bachelor;4;34,6456;Yes;4;0;3;Moderately Likely to Churn
1132;Scranton;4,0000;51500;Human Resources;5;4;Medium;Married;High School;4;63,0000;Yes;3;0;3;Moderately Likely to Churn
1133;Los Angeles;6,0000;65500;Administration;2;4;Medium;Single;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1134;Seattle;8,0000;69500;Marketing;5;5;Short;Married;High School;3;63,0000;Yes;4;1;3;Moderately Likely to Churn
1135;Dallas;4,0000;59500;Operations;4;4;Short;Married;Bachelor;3;24,0000;Yes;2;0;1;Highly Likely to Churn'
1136;Philadelphia;5,0000;75000;Research and Development;5;5;Long;Divorced;Master;5;36,0000;Yes;4;0;3;Moderately Likely to Churn
1137;New York;3,0000;78000;IT Support;5;4;Long;Married;Master;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
1138;Miami;17,5000;66.654,4980443;IT Support;2;4;Medium;Married;Bachelor;3;12,0000;Yes;3;5;3;Highly Likely to Churn'
1139;Boston;8,0000;80500;IT Support;4;4;Short;Married;Bachelor;3;36,0000;Yes;3;0;3;Moderately Likely to Churn
1140;Philadelphia;6,0000;74500;Sales;4;4;Short;Married;Bachelor;3;12,0000;Yes;4;0;4;Moderately Likely to Churn
1141;Chicago;2,0000;59500;Customer Service;3;4;Short;Married;High School;3;56,0000;Yes;3,5;0;2;Highly Likely to Churn'
1142;Scranton;11,0000;66000;Marketing;4;4;Short;Divorced;Bachelor;3;34,6456;Yes;3;1;2;Highly Likely to Churn'
1143;Scranton;14,0000;68500;Product Management;3;5;Medium;Married;High School;3;48,4397;Yes;3;3;2;Highly Likely to Churn'
1144;San Francisco;5,0000;62500;Operations;3;3;Long;Married;Bachelor;3;12,0000;Yes;3;0;3;Moderately Likely to Churn
1145;Atlanta;9,0000;71000;Operations;3;4;Short;Married;Bachelor;3;18,0000;Yes;2;1;1;Highly Likely to Churn'
1146;Dallas;3,0000;56500;Product Management;3;4;Medium;Divorced;Bachelor;3;18,0000;Yes;4;0;2;Highly Likely to Churn'
1147;Dallas;7,0000;66500;Quality Assurance;3;5;Medium;Married;Bachelor;4;18,0000;Yes;3,5;0;3;Moderately Likely to Churn
1148;Denver;10,0000;67000;Customer Service;2;3;Long;Married;Bachelor;3;18,0000;Yes;4;4;2;Highly Likely to Churn'
1149;Atlanta;15,0000;62000;Customer Service;1;4;Medium;Married;High School;3;63,0000;Yes;4;3;3;Highly Likely to Churn'
1150;Scranton;6,0000;56500;Marketing;5;4;Medium;Married;Bachelor;4;34,6456;Yes;4;0;3;Moderately Likely to Churn
1151;San Francisco;10,0000;57500;Facilities Management;4;4;Short;Married;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
1152;Boston;5,0000;58500;Research and Development;4;2;Medium;Single;Bachelor;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
1153;Los Angeles;9,0000;64500;Sales;5;4;Long;Married;High School;3;63,0000;Yes;3;1;3;Moderately Likely to Churn
1154;Seattle;4,0000;66.654,4980443;Accounting;4;4;Medium;Married;High School;4;48,0000;Yes;4;0;2;Highly Likely to Churn'
1155;San Francisco;3,0000;73500;Product Management;5;5;Short;Divorced;Bachelor;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
1156;Scranton;6,0000;57000;Procurement;5;4;Medium;Divorced;High School;4;56,0000;Yes;4;0;2;Highly Likely to Churn'
1157;Scranton;9,0000;58000;Human Resources;2;4;Long;Divorced;High School;4;63,0000;Yes;3;1;3;Moderately Likely to Churn
1158;Denver;8,0000;72500;Research and Development;2;4;Short;Married;Bachelor;3;24,0000;Yes;3;2;1;Highly Likely to Churn'
1159;Chicago;3,0000;63000;Human Resources;5;4;Medium;Married;Bachelor;3;24,0000;Yes;3,5;0;2;Highly Likely to Churn'
1160;Los Angeles;16,0000;73000;Research and Development;5;4;Medium;Married;High School;4;63,0000;Yes;5;4;4;Moderately Likely to Churn
1161;Boston;10,0000;69000;Customer Service;4;4;Short;Single;Bachelor;4;34,6456;Yes;4;0;3;Moderately Likely to Churn
1162;San Francisco;9,0000;67500;Customer Service;4;4;Medium;Married;Bachelor;4;24,0000;Yes;4;3;3;Moderately Likely to Churn
1163;Chicago;9,0000;70000;Legal;5;3;Long;Divorced;Bachelor;3;12,0000;Yes;3;3;2;Highly Likely to Churn'
1164;Philadelphia;7,0000;67500;Procurement;5;4;Medium;Married;Bachelor;4;30,0000;Yes;4;0;2;Highly Likely to Churn'
1165;Scranton;7,0000;58500;Legal;3;4;Long;Married;Bachelor;4;34,6456;Yes;5;1;3;Moderately Likely to Churn
1166;Seattle;2,0000;59000;IT Support;3;3;Medium;Single;Bachelor;3;30,0000;Yes;5;0;3;Moderately Likely to Churn
1167;Atlanta;17,5000;70500;Customer Service;4;4;Long;Single;Bachelor;4;18,0000;Yes;4;3;2;Highly Likely to Churn'
1168;Scranton;9,0000;61500;Product Management;3;4;Medium;Married;Bachelor;3;12,0000;Yes;3,5;1;3;Moderately Likely to Churn
1169;San Francisco;6,0000;70500;Human Resources;2;4;Medium;Married;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
1170;Scranton;7,0000;69000;Research and Development;4;3;Medium;Single;Bachelor;3;36,0000;Yes;3;0;2;Highly Likely to Churn'
1171;New York;11,0000;70000;Customer Service;4;4;Long;Divorced;Bachelor;3;24,0000;Yes;4;3;2;Highly Likely to Churn'
1172;Atlanta;14,0000;77000;Marketing;3;4;Short;Married;Bachelor;3;30,0000;Yes;4;5;2;Highly Likely to Churn'
1173;New York;4,0000;59000;Administration;5;4;Long;Married;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1174;Atlanta;7,0000;70000;Sales;3;4;Medium;Married;Bachelor;4;34,6456;Yes;4;1;4;Highly Likely to Churn'
1175;Scranton;13,0000;60000;Research and Development;5;4;Medium;Married;High School;4;63,0000;Yes;5;1;4;Moderately Likely to Churn
1176;Boston;8,0000;59500;Customer Service;3;4;Long;Married;Bachelor;4;36,0000;Yes;4;2;3;Moderately Likely to Churn
1177;Dallas;5,0000;60000;Research and Development;2;5;Medium;Married;Bachelor;3;18,0000;Yes;3;0;3;Moderately Likely to Churn
1178;Chicago;8,0000;71500;Administration;3;4;Medium;Married;Master;3;34,6456;Yes;4;0;3;Moderately Likely to Churn
1179;Boston;1,0000;67500;Sales;5;4;Medium;Married;Bachelor;4;12,0000;Yes;4;0;3;Moderately Likely to Churn
1180;Atlanta;3,0000;62000;Marketing;4;4;Long;Single;High School;3;63,0000;Yes;4;0;3;Highly Likely to Churn'
1181;Scranton;3,0000;44500;Accounting;5;4;Medium;Married;High School;4;40,0000;Yes;4;0;3;Moderately Likely to Churn
1182;Dallas;8,0000;62000;Accounting;4;4;Long;Single;High School;3;63,0000;Yes;4;1;2;Highly Likely to Churn'
1183;Denver;7,6121;59000;Human Resources;3;4;Medium;Married;Bachelor;4;30,0000;Yes;4;0;3;Highly Likely to Churn'
1184;New York;6,0000;68500;Marketing;3;4;Medium;Married;High School;4;48,0000;Yes;3;0;2;Highly Likely to Churn'
1185;Los Angeles;3,0000;73000;Accounting;3;4;Long;Married;Bachelor;3;24,0000;Yes;4;0;3;Moderately Likely to Churn
1186;Philadelphia;8,0000;66500;Human Resources;2;4;Short;Married;Bachelor;4;34,6456;Yes;4;2;4;Moderately Likely to Churn
1187;Philadelphia;8,0000;83500;Legal;2;4;Medium;Married;Bachelor;3;24,0000;Yes;2;1;2;Highly Likely to Churn'
1188;Boston;11,0000;76000;Sales;5;4;Long;Married;Bachelor;3;24,0000;Yes;2;5;2;Highly Likely to Churn'
1189;Philadelphia;8,0000;76000;Sales;3;4;Long;Married;Master;4;18,0000;Yes;4;2;3;Moderately Likely to Churn
1190;Philadelphia;9,0000;70500;Marketing;5;4;Medium;Single;High School;4;63,0000;Yes;5;3;4;Moderately Likely to Churn
1191;Seattle;1,0000;56500;Quality Assurance;3;4;Medium;Married;Bachelor;4;12,0000;Yes;4;0;4;Moderately Likely to Churn
1192;New York;3,0000;69000;Product Management;2;4;Short;Divorced;Bachelor;4;18,0000;Yes;3;0;3;Moderately Likely to Churn
1193;Miami;3,0000;62000;Accounting;3;4;Medium;Divorced;Bachelor;3;30,0000;Yes;3;0;2;Highly Likely to Churn'
1194;San Francisco;12,0000;65500;Accounting;5;4;Long;Married;Bachelor;3;36,0000;Yes;4;3;3;Moderately Likely to Churn
1195;New York;11,0000;73500;Quality Assurance;5;4;Short;Divorced;Bachelor;3;12,0000;Yes;3;2;2;Highly Likely to Churn'
1196;San Francisco;4,0000;69500;Research and Development;2;4;Long;Married;Master;5;34,6456;Yes;4;0;3;Moderately Likely to Churn
1197;Chicago;9,0000;61000;Procurement;5;4;Medium;Married;High School;3;63,0000;Yes;4;2;3;Moderately Likely to Churn
1198;Atlanta;7,0000;55500;Human Resources;5;4;Short;Married;Bachelor;3;30,0000;Yes;3;0;2;Highly Likely to Churn'
1199;Atlanta;6,0000;49500;Administration;1;4;Short;Married;High School;4;63,0000;Yes;3;0;2;Highly Likely to Churn'
1200;Scranton;6,0000;53000;Customer Service;3;3;Short;Single;Bachelor;4;12,4242;Yes;3;0;4;Moderately Likely to Churn
1201;Scranton;7,0000;50500;Customer Service;3;4;Short;Married;Bachelor;3;36,0000;Yes;4;1;2;Highly Likely to Churn'
1202;Chicago;4,0000;47500;Quality Assurance;3;3;Short;Divorced;High School;4;63,0000;Yes;2;0;2;Moderately Likely to Churn
1203;New York;3,0000;64000;Research and Development;2;3;Long;Single;High School;3;63,0000;Yes;4;0;3;Moderately Likely to Churn
1204;Scranton;9,0000;53500;Quality Assurance;2;3;Medium;Married;High School;4;34,6456;Yes;4;2;3;Moderately Likely to Churn
1205;Boston;2,0000;69500;Marketing;2;4;Medium;Married;Master;3;12,0000;Yes;3;0;1;Highly Likely to Churn'
1206;Scranton;15,0000;84000;Sales;3;4;Short;Married;Master;4;12,0000;Yes;3;5;3;Moderately Likely to Churn
1207;Boston;4,0000;56500;Research and Development;3;3;Short;Married;Bachelor;3;18,0000;Yes;3;0;3;Moderately Likely to Churn
1208;New York;6,0000;70000;Facilities Management;4;4;Short;Married;High School;4;56,0000;Yes;4;0;3;Moderately Likely to Churn
1209;Boston;9,0000;62000;Customer Service;3;3;Short;Married;Bachelor;3;12,0000;Yes;4;1;2;Highly Likely to Churn'
1210;Miami;12,0000;65000;Product Management;2;4;Medium;Married;High School;3;63,0000;Yes;3;5;2;Highly Likely to Churn'
1211;Philadelphia;5,0000;62500;Research and Development;4;4;Medium;Married;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1212;Los Angeles;17,5000;83500;Quality Assurance;5;3;Medium;Divorced;Master;3;18,0000;Yes;3;5;2;Highly Likely to Churn'
1213;Atlanta;2,0000;61000;Accounting;4;4;Long;Divorced;High School;4;32,0000;Yes;4;0;3;Highly Likely to Churn'
1214;Chicago;3,0000;50500;Accounting;5;4;Short;Single;High School;3;34,6456;Yes;3;0;3;Moderately Likely to Churn
1215;New York;6,0000;73000;Product Management;5;2;Short;Married;High School;3;40,0000;Yes;4;0;3;Moderately Likely to Churn
1216;Dallas;4,0000;56000;Public Relations;5;4;Short;Single;High School;5;63,0000;Yes;2;0;4;Moderately Likely to Churn
1217;New York;10,0000;63500;Customer Service;2;3;Medium;Married;Bachelor;3;24,0000;Yes;4;4;3;Moderately Likely to Churn
1218;Atlanta;10,0000;65000;IT Support;3;4;Short;Divorced;Bachelor;4;12,0000;Yes;3;4;2;Highly Likely to Churn'
1219;Atlanta;10,0000;62500;Customer Service;3;4;Long;Single;High School;3;34,6456;Yes;2;0;1;Highly Likely to Churn'
1220;Los Angeles;10,0000;66000;Research and Development;5;4;Medium;Divorced;High School;3;34,6456;Yes;3;4;2;Highly Likely to Churn'
1221;Los Angeles;10,0000;65500;Customer Service;2;3;Medium;Married;High School;3;40,0000;Yes;3,5;0;3;Moderately Likely to Churn
1222;Seattle;6,0000;51500;Marketing;4;4;Long;Single;High School;3;40,0000;Yes;4;0;2;Highly Likely to Churn'
1223;New York;7,0000;79500;Public Relations;5;4;Short;Married;Bachelor;3;34,6456;Yes;4;1;3;Moderately Likely to Churn
1224;Dallas;5,0000;66000;Accounting;4;4;Long;Married;Bachelor;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
1225;New York;1,0000;80500;Marketing;3;4;Short;Divorced;Master;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
1226;Denver;15,0000;73000;Legal;4;4;Long;Single;Bachelor;4;18,0000;Yes;3;4;3;Highly Likely to Churn'
1227;Miami;10,0000;68500;Marketing;2;4;Medium;Married;Master;3;34,6456;Yes;3;2;2;Highly Likely to Churn'
1228;Scranton;8,0000;52500;Quality Assurance;3;4;Long;Married;Bachelor;4;34,6456;Yes;3;2;2;Highly Likely to Churn'
1229;Chicago;14,0000;67000;Quality Assurance;1;4;Short;Single;High School;3;32,0000;Yes;3;5;3;Moderately Likely to Churn
1230;Scranton;11,0000;53000;Research and Development;2;4;Long;Married;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
1231;Los Angeles;10,0000;71000;Customer Service;4;4;Long;Married;Bachelor;4;18,0000;Yes;3;0;3;Moderately Likely to Churn
1232;New York;5,0000;66500;Human Resources;3;4;Long;Married;Bachelor;4;23,7368;Yes;4;0;2;Moderately Likely to Churn
1233;Los Angeles;6,0000;66500;Sales;3;4;Short;Married;High School;3;48,0000;Yes;4;0;3;Moderately Likely to Churn
1234;Chicago;9,0000;69000;Legal;4;4;Long;Divorced;High School;4;63,0000;Yes;4;1;2;Highly Likely to Churn'
1235;Dallas;3,0000;47500;Administration;2;3;Medium;Divorced;High School;2;63,0000;Yes;3;0;3;Moderately Likely to Churn
1236;Seattle;13,0000;75000;IT Support;3;4;Long;Single;Bachelor;3;30,0000;Yes;4;3;2;Highly Likely to Churn'
1237;Denver;11,0000;76000;Marketing;5;4;Long;Married;Bachelor;3;34,6456;Yes;3;1;3;Highly Likely to Churn'
1238;Los Angeles;16,0000;74000;Marketing;4;4;Long;Married;High School;4;63,0000;Yes;4;3;3;Moderately Likely to Churn
1239;Miami;1,0000;49000;IT Support;4;4;Long;Married;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1240;New York;7,0000;74500;Sales;3;4;Medium;Single;Bachelor;3;30,0000;Yes;2;0;2;Highly Likely to Churn'
1241;Chicago;4,0000;63000;Product Management;5;4;Medium;Married;Bachelor;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
1242;Los Angeles;13,0000;76000;Accounting;3;4;Short;Divorced;Master;3;34,6456;Yes;2;2;1;Highly Likely to Churn'
1243;Boston;2,0000;64000;Marketing;3;4;Medium;Single;Bachelor;3;12,0000;Yes;4;0;2;Highly Likely to Churn'
1244;Boston;11,0000;76500;Sales;5;4;Short;Married;Bachelor;3;18,0000;Yes;3;1;2;Highly Likely to Churn'
1245;Seattle;8,0000;67500;Sales;4;4;Short;Divorced;Bachelor;4;24,0000;Yes;4;0;2;Highly Likely to Churn'
1246;Philadelphia;10,0000;77500;Research and Development;3;3;Short;Single;Bachelor;3;24,0000;Yes;4;1;3;Moderately Likely to Churn
1247;Philadelphia;11,0000;72500;Sales;3;4;Medium;Married;Master;4;12,0000;Yes;4;1;2;Highly Likely to Churn'
1248;Philadelphia;3,0000;59500;Research and Development;5;4;Medium;Divorced;High School;4;63,0000;Yes;3;0;3;Moderately Likely to Churn
1249;Los Angeles;3,0000;69000;Customer Service;4;4;Medium;Married;Bachelor;3;18,0000;Yes;3;0;3;Moderately Likely to Churn
1250;Boston;7,0000;66500;Human Resources;4;4;Long;Married;Bachelor;3;6,0000;Yes;4;0;3;Moderately Likely to Churn
1251;New York;10,0000;72000;IT Support;2;4;Medium;Single;Bachelor;4;30,0000;Yes;4;2;3;Moderately Likely to Churn
1252;New York;5,0000;71000;Sales;3;4;Short;Single;High School;3;32,0000;Yes;4;0;3;Moderately Likely to Churn
1253;New York;8,0000;76500;Product Management;4;4;Long;Married;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1254;Scranton;17,5000;70500;Customer Service;3;4;Short;Divorced;Master;3;12,0000;Yes;4;5;2;Highly Likely to Churn'
1255;Seattle;8,0000;68500;Marketing;2;4;Long;Single;Bachelor;3;34,6456;Yes;4;0;2;Highly Likely to Churn'
1256;Seattle;17,0000;88500;IT Support;3;4;Short;Married;Master;4;12,0000;Yes;4;5;3;Moderately Likely to Churn
1257;Chicago;6,0000;59000;Human Resources;3;4;Medium;Married;High School;3;48,0000;Yes;4;0;3;Moderately Likely to Churn
1258;Boston;6,0000;69000;Marketing;3;4;Short;Married;Bachelor;4;12,0000;Yes;4;0;2;Highly Likely to Churn'
1259;Boston;3,0000;65000;Procurement;5;4;Short;Married;Bachelor;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
1260;Scranton;4,0000;44500;Facilities Management;3;4;Long;Married;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1261;Unknown;14,0000;73500;Public Relations;3;4;Medium;Married;High School;3;63,0000;Yes;2;1;3;Highly Likely to Churn'
1262;Philadelphia;17,5000;85500;IT Support;5;4;Long;Married;High School;3;63,0000;Yes;2;3;2;Highly Likely to Churn'
1263;New York;5,0000;65000;Marketing;3;4;Short;Single;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
1264;New York;7,0000;68000;Public Relations;5;4;Short;Divorced;Bachelor;3;12,0000;Yes;4;0;2;Highly Likely to Churn'
1265;New York;8,0000;86000;Quality Assurance;4;4;Medium;Single;Master;3;12,0000;Yes;4;1;3;Moderately Likely to Churn
1266;New York;3,0000;68000;Human Resources;5;4;Long;Married;High School;3;56,0000;Yes;2;0;2;Highly Likely to Churn'
1267;Philadelphia;8,0000;64500;Procurement;2;3;Short;Married;Bachelor;4;18,0000;Yes;3,5;2;3;Moderately Likely to Churn
1268;New York;3,0000;71500;Legal;3;4;Short;Divorced;High School;4;32,0000;Yes;3;0;3;Moderately Likely to Churn
1269;Philadelphia;5,0000;57000;Human Resources;2;3;Short;Married;High School;3;63,0000;Yes;2;0;3;Moderately Likely to Churn
1270;San Francisco;5,0000;68500;Research and Development;3;4;Long;Married;Bachelor;3;18,0000;Yes;3;0;1;Highly Likely to Churn'
